tour,year,season,event_completed,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots,eagles_or_better,birdies,pars,bogies,doubles_or_worse
pga,2021,2021,2021-04-11,The Masters #2,536,"Garcia, Sergio",5689,CUT,2,Augusta National Golf Club,14,72,1,1:24pm,72,-0.573,-0.015,0.691,0.227,0.903,0.33,306.7,0.643,0.667,0.429,43.288,35.76,2.0,5.0,0,5,8,5,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Kuchar, Matt",6169,CUT,1,Augusta National Golf Club,14,72,1,12:48pm,78,0.122,0.206,-1.173,-2.633,-3.599,-3.477,280.3,0.643,0.389,0.583,38.224,55.211,1.0,6.0,0,2,10,4,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Kuchar, Matt",6169,CUT,2,Augusta National Golf Club,14,72,1,9:36am,70,-0.288,3.659,-1.927,0.886,2.617,2.33,287.8,0.929,0.667,0.778,172.904,40.608,5.0,3.0,0,6,8,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Walker, Jimmy",7293,CUT,1,Augusta National Golf Club,14,72,1,11:18am,75,2.077,-1.017,-1.062,-0.475,-2.554,-0.477,298.4,0.643,0.5,0.444,45.61,36.363,7.0,7.0,0,3,9,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Walker, Jimmy",7293,CUT,2,Augusta National Golf Club,14,72,1,8:12am,73,1.066,-0.075,-0.252,-1.409,-1.736,-0.67,306.0,0.357,0.556,0.636,52.074,34.989,0.0,3.0,0,3,11,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Berger, Daniel",17606,CUT,1,Augusta National Golf Club,14,72,1,10:54am,75,-1.764,-0.342,1.163,0.465,1.286,-0.477,296.5,0.571,0.611,0.444,50.54,31.26,3.0,5.0,0,2,12,3,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Berger, Daniel",17606,CUT,2,Augusta National Golf Club,14,72,1,2:00pm,73,-0.89,-0.421,1.088,-0.448,0.22,-0.67,297.8,0.643,0.556,0.4,69.687,27.695,5.0,8.0,0,5,8,4,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Homa, Max",17538,CUT,1,Augusta National Golf Club,14,72,1,1:36pm,74,-0.461,0.882,0.58,-0.478,0.983,0.523,292.8,0.643,0.611,0.7,79.066,33.175,5.0,9.0,0,3,10,5,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Homa, Max",17538,CUT,2,Augusta National Golf Club,14,72,1,10:30am,74,-0.263,-0.525,-1.598,0.716,-1.407,-1.67,302.7,0.786,0.5,0.615,32.998,40.539,3.0,8.0,0,2,13,2,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Kisner, Kevin",11328,CUT,1,Augusta National Golf Club,14,72,1,9:24am,72,1.014,1.576,-0.313,0.247,1.509,2.523,285.0,0.786,0.778,0.5,40.22,44.224,5.0,4.0,1,3,11,2,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Kisner, Kevin",11328,CUT,2,Augusta National Golf Club,14,72,1,12:36pm,77,-3.786,-0.714,0.101,-0.271,-0.885,-4.67,296.4,0.643,0.667,0.375,36.213,32.656,1.0,7.0,0,1,11,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Koepka, Brooks",16243,CUT,1,Augusta National Golf Club,14,72,1,10:06am,74,1.363,0.243,-1.864,0.782,-0.84,0.523,307.3,0.643,0.556,0.6,114.417,41.283,1.0,4.0,0,3,10,5,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Koepka, Brooks",16243,CUT,2,Augusta National Golf Club,14,72,1,1:12pm,75,-3.104,-0.413,0.201,0.645,0.433,-2.67,305.1,0.571,0.667,0.182,57.332,33.067,2.0,5.0,0,2,11,5,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Griffin, Lanto",15330,CUT,1,Augusta National Golf Club,14,72,1,11:54am,76,2.718,-2.46,-0.895,-0.841,-4.196,-1.477,306.1,0.357,0.333,0.625,69.317,34.699,5.0,3.0,0,0,14,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Griffin, Lanto",15330,CUT,2,Augusta National Golf Club,14,72,1,8:48am,73,-1.207,0.377,0.481,-0.321,0.537,-0.67,296.3,0.714,0.722,0.571,51.3,27.387,3.0,5.0,0,3,11,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Weir, Mike",5513,CUT,1,Augusta National Golf Club,14,72,1,11:42am,78,-0.232,-2.315,0.475,-1.405,-3.245,-3.477,273.2,0.643,0.556,0.462,84.797,44.372,2.0,7.0,0,2,10,4,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Weir, Mike",5513,CUT,2,Augusta National Golf Club,14,72,1,8:36am,71,0.53,0.227,0.658,-0.086,0.799,1.33,281.0,0.714,0.667,0.571,86.948,32.48,2.0,3.0,0,4,11,3,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Willett, Danny",12920,CUT,1,Augusta National Golf Club,14,72,1,9:24am,76,0.325,1.164,-3.544,0.577,-1.803,-1.477,297.8,0.714,0.5,0.636,171.309,48.459,3.0,8.0,0,2,10,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Willett, Danny",12920,CUT,2,Augusta National Golf Club,14,72,1,12:36pm,73,1.182,-0.138,-2.237,0.522,-1.853,-0.67,294.8,0.714,0.5,0.462,82.636,47.417,1.0,3.0,0,5,7,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Johnson, Dustin",12422,CUT,1,Augusta National Golf Club,14,72,1,10:30am,74,-1.866,0.69,0.935,0.765,2.389,0.523,306.3,0.571,0.556,0.625,89.392,34.918,4.0,2.0,0,3,11,3,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Johnson, Dustin",12422,CUT,2,Augusta National Golf Club,14,72,1,1:36pm,75,-1.586,0.417,-1.024,-0.478,-1.085,-2.67,310.0,0.643,0.556,0.625,71.909,35.225,5.0,8.0,0,5,6,6,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Westwood, Lee",4052,CUT,1,Augusta National Golf Club,14,72,1,10:30am,78,-2.14,-2.23,0.89,0.002,-1.337,-3.477,287.1,0.5,0.5,0.308,65.083,27.726,2.0,4.0,0,2,9,6,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Westwood, Lee",4052,CUT,2,Augusta National Golf Club,14,72,1,1:36pm,71,1.634,-0.13,-1.074,0.9,-0.304,1.33,298.0,0.786,0.611,0.667,64.705,42.738,4.0,2.0,0,4,11,3,0
pga,2021,2021,2021-04-11,The Masters #2,536,"McIlroy, Rory",10091,CUT,1,Augusta National Golf Club,14,72,1,10:42am,76,-1.956,0.645,-1.612,1.446,0.479,-1.477,309.4,0.643,0.556,0.429,78.388,30.794,3.0,7.0,0,2,10,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"McIlroy, Rory",10091,CUT,2,Augusta National Golf Club,14,72,1,1:48pm,74,2.892,-1.419,-1.707,-1.436,-4.562,-1.67,304.3,0.5,0.5,0.667,37.783,46.722,3.0,5.0,0,2,13,2,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Pan, C.T.",15475,CUT,1,Augusta National Golf Club,14,72,1,11:42am,79,-3.572,-0.813,-0.163,0.071,-0.905,-4.477,293.3,0.643,0.611,0.333,47.676,30.091,1.0,5.0,0,1,12,3,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Pan, C.T.",15475,CUT,2,Augusta National Golf Club,14,72,1,8:36am,71,0.691,-0.394,0.473,0.559,0.638,1.33,293.9,0.786,0.722,0.286,54.022,46.733,3.0,4.0,0,4,11,3,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Streb, Robert",14852,CUT,1,Augusta National Golf Club,14,72,1,8:36am,75,1.251,0.292,-2.101,0.081,-1.728,-0.477,288.7,0.571,0.5,0.615,47.401,52.803,3.0,4.0,0,3,10,4,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Streb, Robert",14852,CUT,2,Augusta National Golf Club,14,72,1,11:42am,75,1.019,-2.103,-0.332,-1.255,-3.69,-2.67,289.2,0.786,0.5,0.417,160.152,34.295,5.0,4.0,0,5,7,4,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Frittelli, Dylan",11955,CUT,1,Augusta National Golf Club,14,72,1,8:12am,76,-2.406,0.27,1.28,-0.621,0.929,-1.477,309.4,0.429,0.611,0.444,48.388,43.537,5.0,5.0,0,3,8,7,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Frittelli, Dylan",11955,CUT,2,Augusta National Golf Club,14,72,1,11:18am,74,-1.436,0.239,-0.276,-0.197,-0.234,-1.67,309.0,0.643,0.444,0.636,42.698,40.752,4.0,7.0,0,2,12,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Johnson, Zach",6986,CUT,1,Augusta National Golf Club,14,72,1,12:36pm,77,-0.231,-1.592,-0.014,-0.641,-2.246,-2.477,282.2,0.5,0.5,0.385,45.267,45.034,3.0,4.0,0,2,10,5,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Johnson, Zach",6986,CUT,2,Augusta National Golf Club,14,72,1,9:24am,74,-0.306,-1.075,-0.41,0.121,-1.364,-1.67,286.4,0.714,0.5,0.6,39.003,36.657,4.0,4.0,0,2,12,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Perez, Victor",20730,CUT,1,Augusta National Golf Club,14,72,1,12:12pm,78,-0.923,-3.064,0.001,0.51,-2.554,-3.477,289.6,0.714,0.611,0.364,76.365,38.362,4.0,9.0,0,1,10,7,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Perez, Victor",20730,CUT,2,Augusta National Golf Club,14,72,1,9:00am,73,0.471,-0.733,-0.527,0.119,-1.141,-0.67,298.3,0.857,0.611,0.5,,32.112,2.0,7.0,0,5,9,2,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Langer, Bernhard",290,CUT,1,Augusta National Golf Club,14,72,1,8:48am,74,0.906,-1.013,1.934,-1.305,-0.383,0.523,262.9,0.786,0.556,0.556,,39.88,5.0,3.0,0,2,12,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Langer, Bernhard",290,CUT,2,Augusta National Golf Club,14,72,1,11:54am,77,-0.717,-1.81,-1.067,-1.077,-3.953,-4.67,262.4,0.786,0.5,0.5,86.964,36.586,2.0,5.0,0,1,11,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Gay, Brian",5951,CUT,1,Augusta National Golf Club,14,72,1,11:18am,78,-0.394,-0.246,-0.677,-2.16,-3.083,-3.477,269.3,0.429,0.389,0.286,88.987,35.751,3.0,7.0,0,3,7,7,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Gay, Brian",5951,CUT,2,Augusta National Golf Club,14,72,1,8:12am,74,-0.226,1.276,-1.091,-1.629,-1.444,-1.67,287.3,0.714,0.556,0.5,79.971,48.849,3.0,6.0,0,4,9,4,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Cantlay, Patrick",15466,CUT,1,Augusta National Golf Club,14,72,1,1:24pm,79,-2.182,0.235,-3.818,1.288,-2.295,-4.477,303.8,0.786,0.556,0.5,31.585,49.82,1.0,8.0,0,1,11,4,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Cantlay, Patrick",15466,CUT,2,Augusta National Golf Club,14,72,1,10:18am,73,-1.885,0.665,-0.278,0.827,1.214,-0.67,300.5,0.714,0.722,0.571,118.84,27.564,4.0,3.0,0,4,10,3,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Osborne, Charles",26912,CUT,1,Augusta National Golf Club,14,72,1,12:24pm,76,0.209,0.379,-1.276,-0.789,-1.687,-1.477,296.1,0.5,0.444,0.545,55.173,40.138,5.0,5.0,0,2,10,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Osborne, Charles",26912,CUT,2,Augusta National Golf Club,14,72,1,9:12am,76,-2.275,-0.811,0.077,-0.662,-1.396,-3.67,304.6,0.429,0.722,0.286,42.507,54.159,1.0,6.0,0,3,8,7,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Ortiz, Carlos",14735,CUT,1,Augusta National Golf Club,14,72,1,11:30am,82,-2.539,-3.618,-2.38,1.059,-4.939,-7.477,306.4,0.786,0.5,0.167,68.506,35.881,4.0,9.0,0,2,9,3,4
pga,2021,2021,2021-04-11,The Masters #2,536,"Ortiz, Carlos",14735,CUT,2,Augusta National Golf Club,14,72,1,8:24am,71,0.187,-1.002,0.672,1.473,1.143,1.33,309.8,0.786,0.611,0.625,60.297,27.125,5.0,2.0,0,3,13,2,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Woosnam, Ian",334,CUT,1,Augusta National Golf Club,14,72,1,8:24am,76,0.622,-0.334,-1.529,-0.236,-2.099,-1.477,268.3,0.786,0.389,0.545,50.597,38.275,4.0,4.0,0,3,9,5,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Woosnam, Ian",334,CUT,2,Augusta National Golf Club,14,72,1,11:30am,77,0.785,-0.839,-2.798,-1.818,-5.455,-4.67,269.5,0.857,0.389,0.667,55.093,41.565,2.0,7.0,0,2,10,5,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Day, Jason",9771,CUT,1,Augusta National Golf Club,14,72,1,9:36am,77,-2.401,1.813,-1.697,-0.191,-0.076,-2.477,284.2,0.714,0.5,0.5,101.154,31.824,1.0,5.0,0,2,9,7,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Day, Jason",9771,CUT,2,Augusta National Golf Club,14,72,1,12:48pm,76,0.022,0.427,-3.82,-0.3,-3.693,-3.67,303.2,0.786,0.389,0.625,79.271,46.02,4.0,4.0,0,2,10,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Long, Joe",27984,CUT,1,Augusta National Golf Club,14,72,1,8:48am,82,-1.883,-0.428,-2.74,-2.427,-5.595,-7.477,281.9,0.643,0.5,0.364,142.65,48.498,5.0,8.0,0,1,9,6,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Long, Joe",27984,CUT,2,Augusta National Golf Club,14,72,1,11:54am,72,-0.883,-0.551,0.569,1.194,1.213,0.33,293.4,0.929,0.722,0.286,,36.364,2.0,2.0,0,3,12,3,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Swafford, Hudson",14706,CUT,1,Augusta National Golf Club,14,72,1,8:00am,73,1.428,-0.675,0.14,0.63,0.095,1.523,295.3,0.786,0.611,0.556,30.368,40.301,2.0,2.0,0,3,11,4,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Swafford, Hudson",14706,CUT,2,Augusta National Golf Club,14,72,1,11:06am,83,-3.074,-2.689,-3.799,-1.108,-7.597,-10.67,296.8,0.429,0.389,0.167,36.506,44.943,1.0,7.0,0,1,6,10,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Lyle, Sandy",294,CUT,1,Augusta National Golf Club,14,72,1,8:12am,81,-2.752,-2.141,-0.127,-1.457,-3.725,-6.477,257.9,0.643,0.5,0.364,138.307,37.274,3.0,6.0,0,2,8,7,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Lyle, Sandy",294,CUT,2,Augusta National Golf Club,14,72,1,11:18am,75,-0.162,0.278,-1.284,-1.502,-2.509,-2.67,256.3,0.786,0.611,0.5,104.171,50.797,3.0,7.0,0,3,11,2,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Couples, Fred",44,CUT,1,Augusta National Golf Club,14,72,1,12:24pm,79,-0.171,-1.22,-2.849,-0.237,-4.307,-4.477,283.4,0.571,0.5,0.5,74.731,39.114,1.0,4.0,0,0,14,2,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Couples, Fred",44,CUT,2,Augusta National Golf Club,14,72,1,9:12am,78,-1.942,-0.425,-2.373,-0.93,-3.728,-5.67,282.6,0.786,0.444,0.538,46.231,41.018,4.0,6.0,0,1,11,5,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Im, Sungjae",17488,CUT,1,Augusta National Golf Club,14,72,1,1:24pm,77,-0.003,-1.085,-3.039,1.65,-2.474,-2.477,295.1,0.857,0.5,0.692,52.019,46.971,3.0,6.0,0,3,10,4,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Im, Sungjae",17488,CUT,2,Augusta National Golf Club,14,72,1,10:18am,80,-3.266,-1.935,-1.723,-0.747,-4.405,-7.67,287.2,0.643,0.556,0.4,148.613,39.985,1.0,4.0,0,1,10,6,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Singh, Vijay",653,CUT,1,Augusta National Golf Club,14,72,1,11:06am,79,0.387,-2.416,-1.876,-0.573,-4.864,-4.477,302.7,0.357,0.5,0.5,75.583,30.376,3.0,6.0,0,1,11,5,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Singh, Vijay",653,CUT,2,Augusta National Golf Club,14,72,1,8:00am,80,-1.914,-2.611,-1.573,-1.573,-5.757,-7.67,292.1,0.571,0.5,0.286,41.15,47.719,2.0,8.0,1,1,7,7,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Strafaci, Tyler",24450,CUT,1,Augusta National Golf Club,14,72,1,10:30am,80,-1.348,-1.68,-2.227,-0.222,-4.129,-5.477,285.8,0.5,0.611,0.4,51.318,38.252,3.0,8.0,0,0,13,3,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Strafaci, Tyler",24450,CUT,2,Augusta National Golf Club,14,72,1,1:36pm,81,-0.34,-1.584,-1.932,-4.814,-8.331,-8.67,296.8,0.357,0.278,0.5,90.143,42.721,3.0,10.0,0,1,8,8,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Mize, Larry",139,CUT,1,Augusta National Golf Club,14,72,1,11:18am,84,-1.975,-1.576,-4.835,-1.091,-7.502,-9.477,256.0,0.929,0.278,0.308,30.242,42.11,2.0,5.0,0,1,6,9,2
pga,2021,2021,2021-04-11,The Masters #2,536,"Mize, Larry",139,CUT,2,Augusta National Golf Club,14,72,1,8:12am,79,-2.686,-1.195,-0.768,-2.022,-3.985,-6.67,257.5,0.714,0.444,0.417,25.39,39.691,3.0,5.0,0,1,10,6,1
pga,2021,2021,2021-04-11,The Masters #2,536,"Wolff, Matthew",25919,DQ,1,Augusta National Golf Club,14,72,1,9:36am,76,,,,,,-1.477,,,,,,,,,0,2,10,6,0
pga,2021,2021,2021-04-11,The Masters #2,536,"Wolff, Matthew",25919,DQ,2,Augusta National Golf Club,14,72,1,12:48pm,79,,,,,,-6.67,,,,,,,,,0,1,12,4,1
